Country,State (US) -province (CA) -Area WRLD,Type and operator,Field,County,Start date ,"Area, acres",No. Well prod.,No. Well inj.,Pay zone ,Formation,EOR type,EOR short,Porosity perc.,"Permeability, md","Depth, ft M21","Gravity, API","Oil, cp",Satur. perc. start,Satur. perc. end,"Oil, gradesF",Prev. Prod. ,Proj- matur. ,"tot. Prod., b-d","enh. Prod., b-d",Proj- eval. ,Profit,proj scope
VENEZUELA,Anzoategui,PDVSA,Bare,Bare,1985,16452,55,48,"U1,3(YAC.MFB-53)",us,STEAM,STEAM,31.9,6600,2650,9.3,376,88,75,131,Prim.,HF,65000,20000,Succ.,Yes,RW(Exp. L)
VENEZUELA,Anzoategui,PDVSA,Bare,Bare,1987,8066,66,65,"U2,3(YAC.MFB-23)",us,STEAM,STEAM,28.6,5000,3050,9.2,351,83,75,136,Prim.,HF,4500,500,Succ.,Yes,RW(Exp. L)
VENEZUELA,Anzoategui,PDVSA,Bare,Bare,2006,300,1,1,30,us,STEAM,STEAM,25,3500,3000,9,2325,85,45,130,Prim.,HF,350,350,Succ.,Yes,p
VENEZUELA,Anzoategui,PDVSA,Bare,Bare,2009,250,1,1,80,us,STEAM,STEAM,30,5000,2200,9,2200,80,45,127,Prim.,JS,1500,1500,TETT,,p
VENEZUELA,Anzoategui,PDVSA,Arecuna,Arecuna,1985,1668,5,5,5,us,STEAM,STEAM,30.7,5800,2850,10,370,82,74,135,Prim.,NC,,,Disc.,No,P (Exp. UL)
VENEZUELA,Anzoategui,PDVSA,Arecuna,Arecuna,1983,1544,15,15,T(YAC.MFA-52),us,STEAM,STEAM,30.6,4500,3150,9.8,560,80,72,140,Prim.,NC,,,Prom.,Yes,RW
VENEZUELA,Anzoategui,PDVSA,Melones,Melones,1983,39909,42,42,"Ul,3(YAC.MM-407)",s,STEAM,STEAM,30,1500,3820,11,270,80,,159,Prim.,HF,8200,3500,Succ.,Yes,RW
VENEZUELA,Anzoategui,PDVSA,Melones,Melones,1983,26249,53,53,"S5,T (YAC.MM-412)",s,STEAM,STEAM,28,792,3515,14.5,260,80,,154,Prim.,HF,5800,2600,Succ.,Yes,RW
VENEZUELA,Campo Cerro Negro,PDVSA,B.E.P.-Cerro Negro,E&P,1984,49090,186,,Morichal-Memb.,s,STEAM,STEAM,35,10000,2000,8.5,5500,80,,125,Prim.,HF,650,400,Succ.,Yes,P (Exp. L)
VENEZUELA,Campo Jobo,PDVSA,Jobo,Steam,1969,25410,88,,Jobo Member,s,STEAM,STEAM,31,2500,3260,13.5,138,80,,130,Prim.,HF,14101,,Succ.,Yes,FW
VENEZUELA,Campo Jobo,PDVSA,Jobo,Steam,1985,267,17,,Morichal,s,STEAM,STEAM,30,5000,3600,9,1952,85,,132,Prim.,NC,1530,,Succ.,Yes,P (Exp. L)
VENEZUELA,Campo Jobo,PDVSA,Jobo,Steam,1969,34099,301,,Morichal,s,STEAM,STEAM,30,5000,3600,9,1952,85,,132,Prim.,JS,5607,514,Succ.,Yes,FW
VENEZUELA,Campo Pilon,PDVSA,West Pilon,Steam,1969,1065,8,,Oficina-1,s,STEAM,STEAM,31,8000,3350,10,727,82,,139,Prim.,JS,23912,,Succ.,Yes,RW
VENEZUELA,Zulia,PDVSA,Bachaquero Lago,Bachaq,1980,343,2,,Bachaquero Superior,s,STEAM,STEAM,23,1500,3400,14,185,85,,135,Prim.,JS,32517,17997,Succ.,Yes,P (Exp. L)
VENEZUELA,Zulia,PDVSA,Lagunillas Lago,Lagunillas,1971,9343,522,2,Bachaquero,s,STEAM,STEAM,34,4000,2690,12,600,84,,128,Prim.,HF,44219,31135,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Tia Juana,Tia,1970,1692,25,,Lagunillas Inferior,s,STEAM,STEAM,31,1250,2537,15,93,72,,119,,HF,5916,3815,Succ.,Yes,P (Exp. L)
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1965,420,59,,U.L.H.,s,STEAM,STEAM,35,,2300,11.4,3500,75,44,117,Prim.,NC,2318,2318,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1964,76,7,,L.L,s,STEAM,STEAM,33.7,,2850,15.2,2500,80,50,125,Prim.,NC,257,257,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1967,618,54,,U.L.H.,s,STEAM,STEAM,35,,2300,11.4,3500,75,46,117,Prim.,NC,2629,2629,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1970,3025,147,,L.L,s,STEAM,STEAM,33.7,,2850,15.2,2500,87,54,122,Prim.,HF,2675,2675,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1970,2565,220,,U.L.H.,s,STEAM,STEAM,35,,2300,11.8,7000,75,54,115,Prim.,HF,21016,21016,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1970,2114,175,,U.L.H.,s,STEAM,STEAM,35,,2300,11.4,3500,75,63,118,Prim.,HF,5872,5872,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1979,3101,261,,L.L,s,STEAM,STEAM,33.7,,2850,15,580,87,66,126,Prim.,HF,4399,4399,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Lagunillas,Lagunillas,1980,3565,297,,U.L.H.,s,STEAM,STEAM,35,,2300,11,20000,75,63,125,Prim.,HF,19920,19920,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Bachaquero,Bachaquero,1984,7795,640,,Post-Eocene,s,STEAM,STEAM,33.5,575,2000,13,500,84.5,40,117,Prim.,JS,15190,15190,190,Succ.,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,21641,1959,341,32,,L.L,s,STEAM,STEAM,33.5,2500,1500,12,1000,85,48,108,Prim.,HF,470,470,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,22313,1961,35,7,,L.L,s,STEAM,STEAM,38.1,1300,1746,13.6,13000,85,45,100,Prim.,NC,171,171,Succ.,Yes,p
VENEZUELA,Zulia,PDVSA,East Tia Juana,9164,1964,411,36,,L.L,s,STEAM,STEAM,38,3000,1250,12,3000,85,65,104,Prim.,HF,489,375,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,5168,1968,2755,201,,L.L,s,STEAM,STEAM,38.1,,1200,12,750,85,64,104,Prim.,HF,4806,4139,Succ.,Prom.,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,8168,1968,3218,250,,L.L,s,STEAM,STEAM,38.1,3000,872,12,5000,81,74,104,Prim.,HF,7778,7257,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,25173,1968,1961,168,,L.L,s,STEAM,STEAM,38,,1250,12,7500,85,67,106,Prim.,HF,6415,6052,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,25263,1969,1768,145,,L.L,s,STEAM,STEAM,38.1,780,1700,12.1,2000,85,67,111,Prim.,HF,4233,3636,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,25416,1969,1642,148,,L.L,s,STEAM,STEAM,38.1,1300,1250,10,12000,85,77,102,Prim.,HF,5316,5316,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,25538,1969,392,36,,L.L,s,STEAM,STEAM,38.1,,1000,11.1,10000,85,72,95,Prim.,HF,963,963,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,27334,1974,1848,135,21,L.L,s,STEAM,STEAM,38.1,780,1597,12,1000,85,46,111,Prim.,HF,2100,2100,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,East Tia Juana,9186,1986,1380,144,,L.L,s,STEAM,STEAM,36,1250,760,10,17500,85,82,110,Prim.,HF,6857,6857,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Main Tia Juana,23285,1963,867,82,,L.L,s,STEAM,STEAM,38.1,1400,1750,13.1,750,85,57,113,,NC,842,842,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Main Tia Juana,24259,1966,144,15,,L.L,s,STEAM,STEAM,38.1,675,1250,13.1,1300,85,65,104,Prim.,NC,120,120,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Main Tia Juana,24654,1967,1291,114,,L.L,s,STEAM,STEAM,38.8,675,1209,13.1,5000,85,61,123,Prim.,HF,3412,3412,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Main Tia Juana,24654,1967,1500,134,,L.L,s,STEAM,STEAM,38.1,1000,1400,13.1,1000,85,65,110,Prim.,HF,4224,4224,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Main Tia Juana,24746,1967,2323,197,,L.L,s,STEAM,STEAM,38.1,1000,1746,13.1,4100,85,62,110,Prim.,HF,4264,3878,Succ.,Yes,FW
VENEZUELA,Zulia,PDVSA,Main Tia Juana,24746,1967,1286,86,,L.L,s,STEAM,STEAM,38.1,1000,1746,13.1,1200,85,76,110,Prim.,HF,1129,1129,Succ.,Yes,FW
